ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,ATA,ETA,s
VRCC6,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,SINGAPORE,2025-02-05 01:19:00,2025-02-05 02:00:00,-0.6833333333333333,12.733333333333333,0.07500000000000007,0.0,0.68,12.73
H3MN,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,HAIPHONG,2025-02-05 03:54:00,2025-02-05 03:00:00,0.9,8.033333333333333,0.9083333333333335,2.58,1.68,8.03
D5IZ9,CONTAINER,OOCL HONG KONG BRANCH,HONG KONG,2025-02-05 12:46:00,2025-02-05 11:30:00,1.2666666666666666,10.233333333333333,0.593939393939394,11.45,10.18,10.23
V7A6349,CONTAINER,T.S. LINES LIMITED,"QINZHOU, GX",2025-02-05 18:34:00,2025-02-05 15:00:00,3.566666666666667,10.933333333333334,1.5545454545454545,17.25,13.68,10.93
VRSB9,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-02-05 16:59:00,2025-02-05 16:00:00,0.9833333333333332,6.55,3.2083333333333335,15.67,14.68,6.55
BHKW,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"SHANGHAI, SH",2025-02-05 16:13:00,2025-02-05 16:00:00,0.2166666666666666,4.533333333333333,6.505555555555556,14.9,14.68,4.53
S6HU4,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-02-05 17:49:00,2025-02-05 16:30:00,1.3166666666666669,8.1,6.038888888888889,16.5,15.18,8.1
A8UP2,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-02-05 20:20:00,2025-02-05 19:00:00,1.3333333333333333,4.533333333333333,7.24090909090909,19.02,17.68,4.53
3E5997,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-02-05 21:17:00,2025-02-05 19:30:00,1.7833333333333334,6.2,0.0,19.97,18.18,6.2
D7HC,CONTAINER,HMM (HONG KONG) LIMITED,SINGAPORE,2025-02-06 02:45:00,2025-02-05 20:00:00,6.75,8.216666666666667,0.0,25.43,18.68,8.22
BLIH,CONTAINER,YANG MING LINE (HONG KONG) LTD,HAIPHONG,2025-02-05 21:05:00,2025-02-05 20:00:00,1.0833333333333333,6.966666666666667,1.0141975308641973,19.77,18.68,6.97
VRUR6,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,QINGDAO,2025-02-05 22:30:00,2025-02-05 21:30:00,1.0,6.5,1.0574074074074076,21.18,20.18,6.5
DSFT8,CONTAINER,KMTC (HK) CO LIMITED,LAEM CHABANG,2025-02-06 00:33:00,2025-02-05 23:30:00,1.05,10.966666666666669,2.328395061728395,23.23,22.18,10.97
