ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,ATA,ETA,s
9V7391,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"SHANGHAI, SH",2025-05-28 03:55:00,2025-05-28 03:00:00,0.9166666666666666,13.533333333333331,2.850552090980938,21.68,20.77,13.53
5LII5,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-05-28 06:19:00,2025-05-28 04:30:00,1.8166666666666669,7.633333333333334,4.215282720442863,24.08,22.27,7.63
9V6509,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"SHEKOU, SHENZHEN",2025-05-27 06:14:00,2025-05-28 05:30:00,-23.266666666666666,7.733333333333333,2.850552090980938,0.0,23.27,7.73
SVBY3,CONTAINER,PENAVICO (HONG KONG) LIMITED,SINGAPORE,2025-05-28 08:08:00,2025-05-28 06:30:00,1.6333333333333333,10.433333333333334,2.7293438720610776,25.9,24.27,10.43
VRUO2,CONTAINER,OOCL HONG KONG BRANCH,KAOHSIUNG,2025-05-28 07:47:00,2025-05-28 06:30:00,1.2833333333333334,18.666666666666668,2.542427983539094,25.55,24.27,18.67
9V7571,CONTAINER,HYALINE SHIPPING (HK) CO LTD,HAIPHONG,2025-05-28 08:19:00,2025-05-28 06:30:00,1.8166666666666669,21.3,2.850552090980938,26.08,24.27,21.3
VRCH5,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,YANGSHAN,2025-05-28 08:11:00,2025-05-28 06:30:00,1.6833333333333331,11.933333333333334,3.223093792172744,25.95,24.27,11.93
BPMJ8,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"NINGBO, ZJ",2025-05-28 09:07:00,2025-05-28 07:30:00,1.6166666666666667,12.816666666666666,3.601550522175541,26.88,25.27,12.82
BQTK,CONTAINER,KMTC (HK) CO LIMITED,PENANG ISLAND,2025-05-28 09:45:00,2025-05-28 08:30:00,1.25,15.166666666666666,2.1086037411719776,27.52,26.27,15.17
S6AS6,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-05-28 13:40:00,2025-05-28 08:30:00,5.166666666666667,10.3,2.850552090980938,31.43,26.27,10.3
HOGZ,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-05-28 09:31:00,2025-05-28 09:00:00,0.5166666666666667,22.9,2.8177618478693773,27.28,26.77,22.9
BLHP,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-05-28 11:10:00,2025-05-28 10:00:00,1.1666666666666667,8.316666666666666,2.7015873015873026,28.93,27.77,8.32
VRUY7,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"WENZHOU, ZJ",2025-05-28 12:30:00,2025-05-28 11:00:00,1.5,3.966666666666667,1.2341239721695134,30.27,28.77,3.97
E6CF3,CONTAINER,PENAVICO (HONG KONG) LIMITED,TIMOR ISLAND,2025-05-29 03:18:00,2025-05-28 12:00:00,15.3,33.13333333333333,2.7293438720610776,45.07,29.77,33.13
H3OA,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-05-28 14:58:00,2025-05-28 13:30:00,1.4666666666666666,17.533333333333335,2.8177618478693773,32.73,31.27,17.53
9V6493,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-05-28 16:41:00,2025-05-28 15:30:00,1.1833333333333331,6.383333333333334,2.850552090980938,34.45,33.27,6.38
D7CJ,CONTAINER,SINOKOR HONGKONG CO LIMITED,PENANG ISLAND,2025-05-28 16:57:00,2025-05-28 15:30:00,1.45,14.066666666666666,2.457050032488631,34.72,33.27,14.07
V7A5332,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-05-28 19:11:00,2025-05-28 16:30:00,2.683333333333333,4.116666666666666,2.1728603553263395,36.95,34.27,4.12
BPBX,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,HAIPHONG,2025-05-28 22:06:00,2025-05-28 17:00:00,5.1,9.383333333333333,3.223093792172744,39.87,34.77,9.38
9V7392,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-05-28 21:28:00,2025-05-28 20:00:00,1.4666666666666666,10.483333333333333,2.850552090980938,39.23,37.77,10.48
9V7859,CONTAINER,HYALINE SHIPPING (HK) CO LTD,TOKYO,2025-05-29 00:05:00,2025-05-28 23:00:00,1.0833333333333333,17.433333333333334,2.850552090980938,41.85,40.77,17.43
5LKO9,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-05-29 01:16:00,2025-05-28 23:30:00,1.7666666666666666,11.7,4.215282720442863,43.03,41.27,11.7
