ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
VRHO2,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"NINGBO, ZJ",2025-03-27 02:45:00,2025-03-27 02:00:00,0.75,14.45,1.1615867146936232,1.4,0.75,0.0,1.4,14.45
9V7801,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-03-27 06:39:00,2025-03-27 03:30:00,3.15,5.766666666666667,4.943014216185928,0.8187417200288731,4.65,1.5,2.32,5.77
9V6497,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-03-27 05:40:00,2025-03-27 04:00:00,1.6666666666666667,8.35,1.2425414040108147,1.3833333333333333,3.67,2.0,3.38,8.35
5LNQ4,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"NINGBO, ZJ",2025-03-27 04:33:00,2025-03-27 04:00:00,0.55,27.566666666666663,1.1615867146936232,1.3693138585932398,2.55,2.0,3.37,27.57
VRNF6,CONTAINER,OCEANLINKS MARINE LIMITED,HAIPHONG,2025-03-27 06:05:00,2025-03-27 05:00:00,1.0833333333333333,12.15,1.5116490166414511,2.0,4.08,3.0,5.0,12.15
5LKX7,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"YANTIAN, SHENZHEN",2025-03-27 08:12:00,2025-03-27 05:30:00,2.7,24.816666666666663,1.3872882414191416,2.3833333333333333,6.2,3.5,5.88,24.82
A8KS9,CONTAINER,YANG MING LINE (HONG KONG) LTD,HO CHI MINH CITY,2025-03-27 08:18:00,2025-03-27 06:00:00,2.3,11.833333333333334,1.3099760438370645,1.2666666666666666,6.3,4.0,5.27,11.83
5LEB9,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-03-27 08:08:00,2025-03-27 06:00:00,2.1333333333333333,20.7,4.943014216185928,2.677711222171114,6.13,4.0,6.68,20.7
9HA4972,CONTAINER,CMA CGM (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-03-27 06:48:00,2025-03-27 06:30:00,0.3,14.883333333333333,4.943014216185928,2.466666666666667,4.8,4.5,6.97,14.88
9V9130,CONTAINER,HYALINE SHIPPING (HK) CO LTD,TOKYO,2025-03-27 09:06:00,2025-03-27 08:00:00,1.1,28.466666666666665,0.9617571059431526,1.65,7.1,6.0,7.65,28.47
VRUL4,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-03-27 09:20:00,2025-03-27 08:00:00,1.3333333333333333,10.3,1.3133059572395485,1.6333333333333333,7.33,6.0,7.63,10.3
9HA4133,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"YANTIAN, SHENZHEN",2025-03-27 09:55:00,2025-03-27 08:00:00,1.9166666666666667,14.1,1.3872882414191416,1.9281486962787366,7.92,6.0,7.93,14.1
3EHI,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-03-27 10:45:00,2025-03-27 09:30:00,1.25,12.183333333333334,1.5229068566092478,1.2,8.75,7.5,8.7,12.18
D5TO4,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-03-27 16:10:00,2025-03-27 16:00:00,0.1666666666666666,15.966666666666669,1.5229068566092478,1.7333333333333336,14.17,14.0,15.73,15.97
9V7499,CONTAINER,SINOTRANS (HK) SHIPPING LTD,YANGSHAN,2025-03-27 21:51:00,2025-03-27 17:00:00,4.85,22.383333333333333,2.222868217054264,2.2,19.85,15.0,17.2,22.38
9V9129,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-03-27 20:17:00,2025-03-27 18:00:00,2.283333333333333,22.116666666666667,1.2425414040108147,2.216656517797062,18.28,16.0,18.22,22.12
S6HU4,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-03-27 20:39:00,2025-03-27 18:30:00,2.15,9.816666666666666,4.943014216185928,1.4333333333333331,18.65,16.5,17.93,9.82
3EHZ9,CONTAINER,KMTC (HK) CO LIMITED,KAOHSIUNG,2025-03-27 20:58:00,2025-03-27 20:00:00,0.9666666666666668,16.5,1.5229068566092478,1.4333333333333333,18.97,18.0,19.43,16.5
BVND5,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,SINGAPORE,2025-03-27 22:05:00,2025-03-27 20:30:00,1.5833333333333333,13.866666666666667,1.2425414040108147,1.0356385254559888,20.08,18.5,19.54,13.87
9V6509,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"OTHER, VIETNAM",2025-03-27 23:17:00,2025-03-27 22:00:00,1.2833333333333334,7.816666666666666,0.8154305482108231,1.2000000000000002,21.28,20.0,21.2,7.82
3EUL8,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,HONG KONG,2025-03-27 08:33:00,2025-03-27 23:00:00,-14.45,9.95,17.615032679738565,0.0,6.55,21.0,21.0,9.95
BLEP,CONTAINER,KANWAY SHIPPING LIMITED,"SHEKOU, SHENZHEN",2025-03-28 01:06:00,2025-03-27 23:30:00,1.6,18.9,4.943014216185928,1.6833333333333331,23.1,21.5,23.18,18.9
