ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
BLHP,CONTAINER,YANG MING LINE (HONG KONG) LTD,HO CHI MINH CITY,2025-05-13 02:24:00,2025-05-13 02:00:00,0.4,8.55,0.9137254901960783,2.3666666666666667,0.4,0.0,2.37,8.55
D7IG,CONTAINER,SINOKOR HONGKONG CO LIMITED,KWANGYANG,2025-05-13 08:15:00,2025-05-13 05:00:00,3.25,4.8,1.4476190476190476,1.7833333333333332,6.25,3.0,4.78,4.8
V7A2844,CONTAINER,NAMSUNG SHIPPING HONG KONG LIMITED,INCHEON,2025-05-13 02:18:00,2025-05-13 06:00:00,-3.7,10.633333333333333,1.4349206349206352,2.0833333333333335,0.3,4.0,6.08,10.63
S6ST,CONTAINER,PACIFIC INTERNATIONAL LINES (HK) LTD,KOROR,2025-05-13 08:34:00,2025-05-13 07:00:00,1.5666666666666669,6.35,2.1297101449275364,2.7,6.57,5.0,7.7,6.35
9V7978,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,SINGAPORE,2025-05-13 10:20:00,2025-05-13 09:00:00,1.3333333333333333,17.05,14.888888888888891,0.0,8.33,7.0,7.0,17.05
BPAR,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,LAEM CHABANG,2025-05-13 09:14:00,2025-05-13 09:00:00,0.2333333333333333,9.283333333333331,3.9543478260869565,1.2666666666666666,7.23,7.0,8.27,9.28
5LKO9,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-05-13 11:08:00,2025-05-13 09:30:00,1.6333333333333333,6.766666666666667,1.1458333333333333,1.5333333333333334,9.13,7.5,9.03,6.77
V7A5992,CONTAINER,SINOKOR HONGKONG CO LIMITED,KWANGYANG,2025-05-13 15:35:00,2025-05-13 14:30:00,1.0833333333333333,9.783333333333331,2.0130434782608697,1.3,13.58,12.5,13.8,9.78
9V7854,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-05-13 19:37:00,2025-05-13 18:00:00,1.6166666666666667,12.3,0.0,1.2333333333333334,17.62,16.0,17.23,12.3
BLIG,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-05-13 20:59:00,2025-05-13 20:00:00,0.9833333333333332,10.016666666666667,2.5,3.533333333333333,18.98,18.0,21.53,10.02
VRLN2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHEKOU, SHENZHEN",2025-05-14 00:00:00,2025-05-13 20:30:00,3.5,5.066666666666666,0.0,0.1,22.0,18.5,18.6,5.07
DSOA9,CONTAINER,KMTC (HK) CO LIMITED,"SHEKOU, SHENZHEN",2025-05-13 22:24:00,2025-05-13 20:30:00,1.9,6.783333333333333,2.194871794871794,1.5333333333333334,20.4,18.5,20.03,6.78
3FMG7,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-05-13 18:56:00,2025-05-13 21:00:00,-2.066666666666667,17.75,8.041666666666666,1.0,16.93,19.0,20.0,17.75
A8VG2,CONTAINER,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,LAEM CHABANG,2025-05-13 23:14:00,2025-05-13 23:00:00,0.2333333333333333,10.433333333333334,1.2513888888888889,1.7166666666666666,21.23,21.0,22.72,10.43
A8SN5,CONTAINER,CMA CGM (HONG KONG) LIMITED,"NINGBO, ZJ",2025-05-13 23:41:00,2025-05-13 23:00:00,0.6833333333333333,12.216666666666669,5.622222222222223,0.3833333333333333,21.68,21.0,21.38,12.22
VROS2,CONTAINER,OCEANLINKS MARINE LIMITED,"NANSHA, PANYU",2025-05-14 00:06:00,2025-05-13 23:00:00,1.1,6.283333333333333,0.7413793103448273,1.5333333333333334,22.1,21.0,22.53,6.28
H3GB,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,HAIPHONG,2025-05-14 00:39:00,2025-05-13 23:30:00,1.15,7.25,2.238095238095238,1.2333333333333334,22.65,21.5,22.73,7.25
