ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
V7A6444,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-01-18 01:49:00,2025-01-18 00:30:00,1.3166666666666669,11.233333333333333,3.727335212075523,2.107263103633346,7.2,5.88,7.99,11.23
V7A7436,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-01-18 03:10:00,2025-01-18 01:30:00,1.6666666666666667,11.916666666666666,3.727335212075523,1.4500000000000002,8.55,6.88,8.33,11.92
3E3545,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"NANSHA, PANYU",2025-01-18 02:37:00,2025-01-18 03:00:00,-0.3833333333333333,22.616666666666667,1.3860493769784283,1.6166666666666667,8.0,8.38,10.0,22.62
VRVF2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,HAIPHONG,2025-01-18 09:06:00,2025-01-18 07:00:00,2.1,13.8,1.440040040040041,1.05,14.48,12.38,13.43,13.8
S6AV3,CONTAINER,HAPAG-LLOYD (CHINA) LTD,OPEN SEA,2025-01-17 18:37:00,2025-01-18 12:00:00,-17.383333333333333,12.933333333333334,17.760688956433647,0.0,0.0,17.38,17.38,12.93
VRNQ8,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-01-18 12:55:00,2025-01-18 12:00:00,0.9166666666666666,7.2,1.1873879992700667,2.0678286978374407,18.3,17.38,19.45,7.2
3E2049,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,HO CHI MINH CITY,2025-01-18 14:49:00,2025-01-18 12:30:00,2.316666666666667,7.133333333333334,1.4159047619047613,1.3666666666666667,20.2,17.88,19.25,7.13
5LKO9,CONTAINER,T.S. LINES LIMITED,"XIAMEN, FJ",2025-01-18 14:18:00,2025-01-18 13:00:00,1.3,18.65,1.288969844161101,1.4666666666666668,19.68,18.38,19.85,18.65
BPAP,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,PORT KELANG,2025-01-18 18:42:00,2025-01-18 15:30:00,3.2,17.233333333333334,0.768888888888889,1.4833333333333334,24.08,20.88,22.36,17.23
3ERV3,CONTAINER,KMTC (HK) CO LIMITED,INCHEON,2025-01-18 16:39:00,2025-01-18 16:00:00,0.65,9.666666666666666,1.9179811865249226,0.9166666666666667,22.03,21.38,22.3,9.67
V7HY3,CONTAINER,KONG HING AGENCY LTD,INCHEON,2025-01-18 16:08:00,2025-01-18 16:00:00,0.1333333333333333,5.3,1.9179811865249226,2.3175780370977597,21.52,21.38,23.7,5.3
3ERG5,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"YANTIAN, SHENZHEN",2025-01-18 18:43:00,2025-01-18 17:00:00,1.7166666666666666,13.366666666666667,1.0358228181164737,1.5755614392495072,24.1,22.38,23.96,13.37
D5ZK2,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"SHANGHAI, SH",2025-01-18 18:33:00,2025-01-18 17:00:00,1.55,20.516666666666666,1.1873879992700667,1.6,23.93,22.38,23.98,20.52
9V6006,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"SHANTOU, GD",2025-01-18 21:22:00,2025-01-18 20:00:00,1.3666666666666667,13.766666666666667,1.3620567375886528,1.2333333333333334,26.75,25.38,26.61,13.77
3E7638,CONTAINER,CONCORD MARINE LIMITED,"ZHUHAI, GD",2025-01-18 18:32:00,2025-01-18 20:00:00,-1.4666666666666666,3.183333333333333,9.089583333333334,0.0,23.92,25.38,25.38,3.18
5LKM2,CONTAINER,BEN LINE AGENCIES (HK) LTD,"SHANGHAI, SH",2025-01-18 22:40:00,2025-01-18 21:30:00,1.1666666666666667,6.833333333333333,1.1873879992700667,1.2166666666666663,28.05,26.88,28.1,6.83
H9EW,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-01-18 22:23:00,2025-01-18 22:00:00,0.3833333333333333,8.65,1.4210100117785627,1.35,27.77,27.38,28.73,8.65
