ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
3EXX3,CONTAINER,SINOTRANS (HK) SHIPPING LTD,HAIPHONG,2025-02-10 02:15:00,2025-02-10 00:30:00,1.75,12.783333333333331,5.625,0.0,8.27,6.52,6.52,12.78
D7XC,CONTAINER,KMTC (HK) CO LIMITED,PENANG ISLAND,2025-02-10 07:32:00,2025-02-10 06:00:00,1.5333333333333334,8.416666666666666,1.8333333333333333,1.0,13.55,12.02,13.02,8.42
9V9290,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"MANZANILLO, MEXICO",2025-02-10 07:32:00,2025-02-10 06:30:00,1.0333333333333334,23.8,1.6500000000000001,1.15,13.55,12.52,13.67,23.8
VRFF4,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-02-10 08:39:00,2025-02-10 07:00:00,1.65,12.333333333333334,1.0103174603174603,1.4333333333333331,14.67,13.02,14.45,12.33
9V5294,CONTAINER,HAPAG-LLOYD (CHINA) LTD,"SHEKOU, SHENZHEN",2025-02-10 10:41:00,2025-02-10 08:30:00,2.183333333333333,10.1,0.2916666666666667,2.533333333333333,16.7,14.52,17.05,10.1
V7IQ4,CONTAINER,NAMSUNG SHIPPING HONG KONG LIMITED,HAIPHONG,2025-02-10 08:53:00,2025-02-10 09:00:00,-0.1166666666666666,7.75,0.36666666666666664,0.1333333333333333,14.9,15.02,15.15,7.75
C6FI7,CONTAINER,HAPAG-LLOYD (CHINA) LTD,SAN ANTONIO,2025-02-10 11:12:00,2025-02-10 10:00:00,1.2,27.133333333333333,0.08333333333333326,1.5833333333333335,17.22,16.02,17.6,27.13
V7A7385,CONTAINER,T.S. LINES LIMITED,KAOHSIUNG,2025-02-10 13:31:00,2025-02-10 12:00:00,1.5166666666666666,8.533333333333333,3.519117647058823,2.066666666666667,19.53,18.02,20.09,8.53
A8PI5,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"QINZHOU, GX",2025-02-10 14:18:00,2025-02-10 13:00:00,1.3,11.766666666666667,0.0,1.3166666666666669,20.32,19.02,20.34,11.77
3EHZ9,CONTAINER,KMTC (HK) CO LIMITED,KAOHSIUNG,2025-02-10 17:33:00,2025-02-10 16:30:00,1.05,19.333333333333332,1.5237179487179486,1.4333333333333331,23.57,22.52,23.95,19.33
VRTV9,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,OPEN SEA,2025-02-09 17:59:00,2025-02-10 17:00:00,-23.016666666666666,16.9,7.232051282051283,0.16666666666666674,0.0,23.02,23.19,16.9
V7A5710,CONTAINER,T.S. LINES LIMITED,"NANSHA, PANYU",2025-02-10 17:46:00,2025-02-10 17:30:00,0.2666666666666666,13.783333333333331,1.6437499999999994,1.7333333333333334,23.78,23.52,25.25,13.78
OYJO2,CONTAINER,SINOTRANS (HK) SHIPPING LTD,HAIPHONG,2025-02-10 23:42:00,2025-02-10 22:00:00,1.7,10.083333333333334,3.4176470588235293,1.4,29.72,28.02,29.42,10.08
H3GB,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,"NANSHA, PANYU",2025-02-11 00:05:00,2025-02-10 23:00:00,1.0833333333333333,6.466666666666667,2.238095238095238,1.1333333333333333,30.1,29.02,30.15,6.47
