ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
9HA4371,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-06-08 01:52:00,2025-06-08 04:00:00,-2.1333333333333333,16.683333333333334,2.2523809523809524,1.7,21.13,23.27,24.97,16.68
5LCT7,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-06-07 04:44:00,2025-06-08 04:30:00,-23.766666666666666,11.85,1.2796875,1.55,0.0,23.77,25.32,11.85
BODH6,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-06-08 08:29:00,2025-06-08 04:30:00,3.9833333333333334,11.5,0.0,1.9333333333333331,27.75,23.77,25.7,11.5
V7A7461,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-06-07 05:04:00,2025-06-08 04:30:00,-23.433333333333337,7.833333333333333,2.4154320987654323,1.75,0.33,23.77,25.52,7.83
9V6499,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-06-08 07:49:00,2025-06-08 05:30:00,2.316666666666667,15.216666666666669,1.6271739130434781,1.6333333333333333,27.08,24.77,26.4,15.22
A8SW4,CONTAINER,OOCL HONG KONG BRANCH,LAEM CHABANG,2025-06-08 08:05:00,2025-06-08 06:30:00,1.5833333333333333,6.316666666666666,7.126190476190477,1.3166666666666669,27.35,25.77,27.09,6.32
5LCT5,CONTAINER,OOCL HONG KONG BRANCH,TAICHUNG,2025-06-08 08:18:00,2025-06-08 07:00:00,1.3,9.316666666666666,0.0,2.3666666666666667,27.57,26.27,28.64,9.32
9VJJ5,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-06-08 08:45:00,2025-06-08 07:30:00,1.25,12.333333333333334,1.1944444444444442,1.5833333333333333,28.02,26.77,28.35,12.33
9V6009,CONTAINER,PENAVICO (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-06-08 09:52:00,2025-06-08 08:30:00,1.3666666666666667,15.5,11.049999999999999,0.2666666666666666,29.13,27.77,28.04,15.5
DSOA9,CONTAINER,KMTC (HK) CO LIMITED,"SHEKOU, SHENZHEN",2025-06-08 10:11:00,2025-06-08 08:30:00,1.6833333333333331,13.633333333333333,2.194871794871794,1.5333333333333334,29.45,27.77,29.3,13.63
V7A6215,CONTAINER,T.S. LINES LIMITED,TAICHUNG,2025-06-08 13:21:00,2025-06-08 12:00:00,1.35,10.9,1.3625000000000003,1.4833333333333334,32.62,31.27,32.75,10.9
9V6819,CONTAINER,PENAVICO (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-06-08 15:18:00,2025-06-08 12:30:00,2.8,13.216666666666669,2.1404761904761904,1.8166666666666669,34.57,31.77,33.59,13.22
D5WQ8,CONTAINER,YANG MING LINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-06-07 14:21:00,2025-06-08 13:30:00,-23.15,15.133333333333333,1.5269230769230773,1.4666666666666666,9.62,32.77,34.24,15.13
C6WS6,CONTAINER,OCEANLINKS MARINE LIMITED,"XIAMEN, FJ",2025-06-08 15:30:00,2025-06-08 14:30:00,1.0,6.383333333333334,1.3986928104575163,1.4833333333333334,34.77,33.77,35.25,6.38
D5WM9,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-06-08 16:24:00,2025-06-08 14:30:00,1.9,7.0,7.215277777777779,0.10000000000000009,35.67,33.77,33.87,7.0
D7UY,CONTAINER,SINOTRANS (HK) SHIPPING LTD,INCHEON,2025-06-08 21:34:00,2025-06-08 18:00:00,3.566666666666667,4.933333333333334,1.4955128205128203,1.35,40.83,37.27,38.62,4.93
VRTS8,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KEELUNG,2025-06-08 20:33:00,2025-06-08 19:00:00,1.55,12.583333333333334,1.861111111111111,1.85,39.82,38.27,40.12,12.58
S6CH4,CONTAINER,SINOTRANS (HK) SHIPPING LTD,TANJUNG PELEPAS,2025-06-08 21:48:00,2025-06-08 20:00:00,1.8,11.433333333333334,1.3583333333333332,1.3833333333333333,41.07,39.27,40.65,11.43
D5ML2,CONTAINER,KMTC (HK) CO LIMITED,BUSAN,2025-06-08 23:37:00,2025-06-08 22:30:00,1.1166666666666667,7.883333333333334,1.0031746031746027,1.3833333333333333,42.88,41.77,43.15,7.88
