ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,ATA,ETA,s
9HA4371,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-06-08 01:52:00,2025-06-08 04:00:00,-2.1333333333333333,16.683333333333334,2.8177618478693773,21.13,23.27,16.68
5LCT7,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-06-07 04:44:00,2025-06-08 04:30:00,-23.766666666666666,11.85,2.8177618478693773,0.0,23.77,11.85
BODH6,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-06-08 08:29:00,2025-06-08 04:30:00,3.9833333333333334,11.5,4.215282720442863,27.75,23.77,11.5
V7A7461,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-06-07 05:04:00,2025-06-08 04:30:00,-23.433333333333337,7.833333333333333,2.1728603553263395,0.33,23.77,7.83
9V6499,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-06-08 07:49:00,2025-06-08 05:30:00,2.316666666666667,15.216666666666669,2.850552090980938,27.08,24.77,15.22
A8SW4,CONTAINER,OOCL HONG KONG BRANCH,LAEM CHABANG,2025-06-08 08:05:00,2025-06-08 06:30:00,1.5833333333333333,6.316666666666666,2.542427983539094,27.35,25.77,6.32
5LCT5,CONTAINER,OOCL HONG KONG BRANCH,TAICHUNG,2025-06-08 08:18:00,2025-06-08 07:00:00,1.3,9.316666666666666,2.542427983539094,27.57,26.27,9.32
9VJJ5,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-06-08 08:45:00,2025-06-08 07:30:00,1.25,12.333333333333334,2.850552090980938,28.02,26.77,12.33
9V6009,CONTAINER,PENAVICO (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-06-08 09:52:00,2025-06-08 08:30:00,1.3666666666666667,15.5,2.7293438720610776,29.13,27.77,15.5
DSOA9,CONTAINER,KMTC (HK) CO LIMITED,"SHEKOU, SHENZHEN",2025-06-08 10:11:00,2025-06-08 08:30:00,1.6833333333333331,13.633333333333333,2.1086037411719776,29.45,27.77,13.63
BPBY,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,HAIPHONG,2025-06-08 12:04:00,2025-06-08 11:00:00,1.0666666666666669,9.95,3.223093792172744,31.33,30.27,9.95
V7A6215,CONTAINER,T.S. LINES LIMITED,TAICHUNG,2025-06-08 13:21:00,2025-06-08 12:00:00,1.35,10.9,2.1728603553263395,32.62,31.27,10.9
9V6819,CONTAINER,PENAVICO (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-06-08 15:18:00,2025-06-08 12:30:00,2.8,13.216666666666669,2.7293438720610776,34.57,31.77,13.22
D5WQ8,CONTAINER,YANG MING LINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-06-07 14:21:00,2025-06-08 13:30:00,-23.15,15.133333333333333,2.7015873015873026,9.62,32.77,15.13
C6WS6,CONTAINER,OCEANLINKS MARINE LIMITED,"XIAMEN, FJ",2025-06-08 15:30:00,2025-06-08 14:30:00,1.0,6.383333333333334,1.471818181818181,34.77,33.77,6.38
D5WM9,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-06-08 16:24:00,2025-06-08 14:30:00,1.9,7.0,4.412905394695908,35.67,33.77,7.0
D7UY,CONTAINER,SINOTRANS (HK) SHIPPING LTD,INCHEON,2025-06-08 21:34:00,2025-06-08 18:00:00,3.566666666666667,4.933333333333334,3.563348536265378,40.83,37.27,4.93
VSXV3,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"NINGBO, ZJ",2025-06-08 19:34:00,2025-06-08 18:30:00,1.0666666666666669,11.25,2.8177618478693773,38.83,37.77,11.25
VRTS8,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KEELUNG,2025-06-08 20:33:00,2025-06-08 19:00:00,1.55,12.583333333333334,2.8177618478693773,39.82,38.27,12.58
S6CH4,CONTAINER,SINOTRANS (HK) SHIPPING LTD,TANJUNG PELEPAS,2025-06-08 21:48:00,2025-06-08 20:00:00,1.8,11.433333333333334,3.563348536265378,41.07,39.27,11.43
9V7590,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"SHEKOU, SHENZHEN",2025-06-07 21:21:00,2025-06-08 20:30:00,-23.15,9.633333333333333,2.850552090980938,16.62,39.77,9.63
D9AW,CONTAINER,SINOKOR HONGKONG CO LIMITED,SURABAYA,2025-06-08 22:32:00,2025-06-08 21:00:00,1.5333333333333334,15.333333333333334,2.457050032488631,41.8,40.27,15.33
D5ML2,CONTAINER,KMTC (HK) CO LIMITED,BUSAN,2025-06-08 23:37:00,2025-06-08 22:30:00,1.1166666666666667,7.883333333333334,2.1086037411719776,42.88,41.77,7.88
